"No.","Time","Source","Destination","Protocol","Length","Info"
"594","29.141264","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=14525 Ack=6030 Win=2045 Len=0 TSval=2611842889 TSecr=125082124"
"595","29.142908","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","482","Application Data"
"596","29.142910","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","224","Application Data"
"597","29.142911","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","306","Application Data"
"598","29.142912","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","318","Application Data"
"599","29.142913","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","244","Application Data"
"600","29.142914","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","212","Application Data"
"601","29.142915","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","134","Application Data"
"602","29.142920","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","134","Application Data"
"603","29.143117","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=14525 Ack=7396 Win=2026 Len=0 TSval=2611842891 TSecr=125082125"
"604","29.144742","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","124","Application Data"
"605","29.144868","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=14525 Ack=7434 Win=2047 Len=0 TSval=2611842893 TSecr=125082126"
"606","29.150859","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","1514","57815  >  443 [ACK] Seq=14525 Ack=7434 Win=2048 Len=1428 TSval=2611842899 TSecr=125082126 [TCP PDU reassembled in 608]"
"607","29.150920","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","706","57815  >  443 [PSH, ACK] Seq=15953 Ack=7434 Win=2048 Len=620 TSval=2611842899 TSecr=125082126 [TCP PDU reassembled in 608]"
"608","29.150966","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TLSv1.2","91","Application Data"
"609","29.151193","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","1514","57815  >  443 [ACK] Seq=16578 Ack=7434 Win=2048 Len=1428 TSval=2611842899 TSecr=125082126 [TCP PDU reassembled in 610]"
"610","29.151222","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TLSv1.2","330","Application Data"
"611","29.180131","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  57815 [ACK] Seq=7434 Ack=15953 Win=16388 Len=0 TSval=125082165 TSecr=2611842899"
"612","29.180481","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","[TCP Dup ACK 611#1] 443  >  57815 [ACK] Seq=7434 Ack=15953 Win=16388 Len=0 TSval=125082165 TSecr=2611842899"
"613","29.180482","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  57815 [ACK] Seq=7434 Ack=16578 Win=16386 Len=0 TSval=125082165 TSecr=2611842899"
"614","29.189371","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  57815 [ACK] Seq=7434 Ack=18250 Win=16388 Len=0 TSval=125082174 TSecr=2611842899"
"615","29.253969","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","340","Application Data"
"616","29.254252","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=18250 Ack=7688 Win=2044 Len=0 TSval=2611843002 TSecr=125082231"
"617","29.261968","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","482","Application Data"
"618","29.261969","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","224","Application Data"
"619","29.261970","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","306","Application Data"
"620","29.261970","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","314","Application Data"
"621","29.261971","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","128","Application Data"
"622","29.261972","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","312","Application Data"
"623","29.261973","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","374","Application Data"
"624","29.261974","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","192","Application Data"
"625","29.261975","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","132","Application Data"
"626","29.261975","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","136","Application Data"
"627","29.261976","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","124","Application Data"
"628","29.262157","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=18250 Ack=9466 Win=2020 Len=0 TSval=2611843010 TSecr=125082239"
"629","29.268837","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","1514","57815  >  443 [ACK] Seq=18250 Ack=9466 Win=2048 Len=1428 TSval=2611843017 TSecr=125082239 [TCP PDU reassembled in 631]"
"630","29.268908","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","706","57815  >  443 [PSH, ACK] Seq=19678 Ack=9466 Win=2048 Len=620 TSval=2611843017 TSecr=125082239 [TCP PDU reassembled in 631]"
"631","29.268951","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TLSv1.2","91","Application Data"
"632","29.269214","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","1514","57815  >  443 [ACK] Seq=20303 Ack=9466 Win=2048 Len=1428 TSval=2611843017 TSecr=125082239 [TCP PDU reassembled in 633]"
"633","29.269242","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TLSv1.2","122","Application Data"
"634","29.294767","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  57815 [ACK] Seq=9466 Ack=20303 Win=16388 Len=0 TSval=125082279 TSecr=2611843017"
"635","29.304044","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  57815 [ACK] Seq=9466 Ack=21767 Win=16388 Len=0 TSval=125082288 TSecr=2611843017"
"636","29.363296","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","309","Application Data"
"637","29.363298","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","482","Application Data"
"638","29.363616","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=21767 Ack=10085 Win=2038 Len=0 TSval=2611843111 TSecr=125082346"
"639","29.369938","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","224","Application Data"
"640","29.369940","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","306","Application Data"
"641","29.369942","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","318","Application Data"
"642","29.369943","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","378","Application Data"
"643","29.369944","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","146","Application Data"
"644","29.369946","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","132","Application Data"
"645","29.369947","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","135","Application Data"
"646","29.369948","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","124","Application Data"
"647","29.370170","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=21767 Ack=11160 Win=2031 Len=0 TSval=2611843118 TSecr=125082347"
"648","29.378252","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","1514","57815  >  443 [ACK] Seq=21767 Ack=11160 Win=2048 Len=1428 TSval=2611843126 TSecr=125082347 [TCP PDU reassembled in 650]"
"649","29.378342","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","706","57815  >  443 [PSH, ACK] Seq=23195 Ack=11160 Win=2048 Len=620 TSval=2611843126 TSecr=125082347 [TCP PDU reassembled in 650]"
"650","29.378386","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TLSv1.2","91","Application Data"
"651","29.378633","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","1514","57815  >  443 [ACK] Seq=23820 Ack=11160 Win=2048 Len=1428 TSval=2611843126 TSecr=125082347 [TCP PDU reassembled in 652]"
"652","29.378667","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TLSv1.2","162","Application Data"
"653","29.412201","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  57815 [ACK] Seq=11160 Ack=23820 Win=16388 Len=0 TSval=125082391 TSecr=2611843126"
"654","29.415366","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  57815 [ACK] Seq=11160 Ack=25324 Win=16388 Len=0 TSval=125082400 TSecr=2611843126"
"655","29.464353","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","264","Application Data"
"656","29.464355","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","237","Application Data"
"657","29.464678","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=25324 Ack=11489 Win=2042 Len=0 TSval=2611843212 TSecr=125082449"
"658","29.466209","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","369","Application Data"
"659","29.466211","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","224","Application Data"
"660","29.466212","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","306","Application Data"
"661","29.466213","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","318","Application Data"
"662","29.466213","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","444","Application Data"
"663","29.466215","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","134","Application Data"
"664","29.466216","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","135","Application Data"
"665","29.466217","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","124","Application Data"
"666","29.466891","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=25324 Ack=12855 Win=2026 Len=0 TSval=2611843214 TSecr=125082450"
"667","29.473764","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","1514","57815  >  443 [ACK] Seq=25324 Ack=12855 Win=2048 Len=1428 TSval=2611843221 TSecr=125082450 [TCP PDU reassembled in 669]"
"668","29.473863","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","706","57815  >  443 [PSH, ACK] Seq=26752 Ack=12855 Win=2048 Len=620 TSval=2611843221 TSecr=125082450 [TCP PDU reassembled in 669]"
"669","29.473905","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TLSv1.2","91","Application Data"
"670","29.474169","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TLSv1.2","800","Application Data"
"671","29.510292","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  57815 [ACK] Seq=12855 Ack=28091 Win=16388 Len=0 TSval=125082489 TSecr=2611843221"
"672","29.527187","2603:1036:302:5061::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","125","Application Data"
"673","29.527630","2603:1036:302:5061::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","924","Application Data"
"674","29.527632","2603:1036:302:5061::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","379","Application Data"
"675","29.527634","2603:1036:302:5061::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","125","Application Data"
"676","29.528232","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:5061::2","TCP","86","57866  >  443 [ACK] Seq=1 Ack=40 Win=3104 Len=0 TSval=2617822325 TSecr=673416657"
"677","29.528736","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:5061::2","TCP","86","57866  >  443 [ACK] Seq=1 Ack=1210 Win=3086 Len=0 TSval=2617822326 TSecr=673416668"
"678","29.566468","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","317","Application Data"
"679","29.566791","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=28091 Ack=13086 Win=2044 Len=0 TSval=2611843314 TSecr=125082537"
"680","29.567971","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","235","Application Data"
"681","29.567973","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","371","Application Data"
"682","29.567974","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","254","Application Data"
"683","29.567975","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","192","Application Data"
"684","29.567976","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","132","Application Data"
"685","29.567976","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","136","Application Data"
"686","29.568193","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=28091 Ack=13890 Win=2048 Len=0 TSval=2611843316 TSecr=125082550"
"687","29.569117","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","124","Application Data"
"688","29.569253","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=28091 Ack=13928 Win=2048 Len=0 TSval=2611843317 TSecr=125082552"
"689","29.573736","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","1514","57815  >  443 [ACK] Seq=28091 Ack=13928 Win=2048 Len=1428 TSval=2611843321 TSecr=125082552 [TCP PDU reassembled in 691]"
"690","29.573800","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","706","57815  >  443 [PSH, ACK] Seq=29519 Ack=13928 Win=2048 Len=620 TSval=2611843321 TSecr=125082552 [TCP PDU reassembled in 691]"
"691","29.573823","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TLSv1.2","91","Application Data"
"692","29.574162","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TLSv1.2","1510","Application Data"
"693","29.612303","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  57815 [ACK] Seq=13928 Ack=30144 Win=16388 Len=0 TSval=125082596 TSecr=2611843321"
"694","29.617135","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  57815 [ACK] Seq=13928 Ack=31568 Win=16382 Len=0 TSval=125082596 TSecr=2611843321"
"695","29.663289","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","246","Application Data"
"696","29.663638","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=31568 Ack=14088 Win=2048 Len=0 TSval=2611843411 TSecr=125082647"
"697","29.669848","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","261","Application Data"
"698","29.669849","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","345","Application Data"
"699","29.669851","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","224","Application Data"
"700","29.669852","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","306","Application Data"
"701","29.669854","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","318","Application Data"
"702","29.669855","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","356","Application Data"
"703","29.669857","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","132","Application Data"
"704","29.669858","fe80::a2ff:70ff:fe23:f9a4","fe80::141f:f390:c528:a46c","ICMPv6","86","Neighbor Solicitation for fe80::141f:f390:c528:a46c from a0:ff:70:23:f9:a4"
"705","29.669858","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","135","Application Data"
"706","29.669859","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","124","Application Data"
"707","29.670074","fe80::141f:f390:c528:a46c","fe80::a2ff:70ff:fe23:f9a4","ICMPv6","78","Neighbor Advertisement fe80::141f:f390:c528:a46c (sol)"
"708","29.670076","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=31568 Ack=15515 Win=2048 Len=0 TSval=2611843418 TSecr=125082649"
"709","29.678064","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","1514","57815  >  443 [ACK] Seq=31568 Ack=15515 Win=2048 Len=1428 TSval=2611843426 TSecr=125082649 [TCP PDU reassembled in 711]"
"710","29.678167","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","706","57815  >  443 [PSH, ACK] Seq=32996 Ack=15515 Win=2048 Len=620 TSval=2611843426 TSecr=125082649 [TCP PDU reassembled in 711]"
"711","29.678216","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TLSv1.2","91","Application Data"
"712","29.678458","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TLSv1.2","1486","Application Data"
"713","29.705687","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  57815 [ACK] Seq=15515 Ack=33621 Win=16388 Len=0 TSval=125082689 TSecr=2611843426"
"714","29.716151","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  57815 [ACK] Seq=15515 Ack=35021 Win=16383 Len=0 TSval=125082698 TSecr=2611843426"
"715","29.759288","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","525","Application Data"
"716","29.759600","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=35021 Ack=15954 Win=2048 Len=0 TSval=2611843507 TSecr=125082742"
"717","29.764515","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","482","Application Data"
"718","29.764516","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","224","Application Data"
"719","29.764520","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","306","Application Data"
"720","29.764521","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","318","Application Data"
"721","29.764523","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","330","Application Data"
"722","29.764524","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","132","Application Data"
"723","29.764743","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=35021 Ack=17230 Win=2048 Len=0 TSval=2611843512 TSecr=125082743"
"724","29.767060","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","136","Application Data"
"725","29.767061","2603:1036:302:481e::2","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","124","Application Data"
"726","29.767216","2601:19b:681:6a0:443d:6eeb:d343:8f85","2603:1036:302:481e::2","TCP","86","57815  >  443 [ACK] Seq=35021 Ack=17318 Win=2048 Len=0 TSval=2611843515 TSecr=125082744"
"727","30.512609","2601:19b:681:6a0:443d:6eeb:d343:8f85","2620:149:a41:132::2:3","TLSv1.3","250","Application Data"
"728","30.512934","2601:19b:681:6a0:443d:6eeb:d343:8f85","2620:149:a41:132::2:3","TLSv1.3","945","Application Data"
"729","30.513024","2601:19b:681:6a0:443d:6eeb:d343:8f85","2620:149:a41:132::2:3","TLSv1.3","117","Application Data"
"730","30.533382","2620:149:a41:132::2:3","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58081 [ACK] Seq=11926 Ack=6157 Win=32256 Len=0 TSval=1664605317 TSecr=1158660995"
"731","30.557973","2620:149:a41:132::2:3","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58081 [ACK] Seq=11926 Ack=7016 Win=32256 Len=0 TSval=1664605326 TSecr=1158660995"
"732","30.558819","2620:149:a41:132::2:3","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58081 [ACK] Seq=11926 Ack=7047 Win=32256 Len=0 TSval=1664605326 TSecr=1158660995"
"733","30.604792","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4006:824::200a","UDP","91","52576  >  443 Len=29"
"734","30.636245","2607:f8b0:4006:824::200a","2601:19b:681:6a0:443d:6eeb:d343:8f85","UDP","92","443  >  52576 Len=30"
"735","30.649252","2620:149:a41:132::2:3","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.3","1314","Application Data"
"736","30.649649","2601:19b:681:6a0:443d:6eeb:d343:8f85","2620:149:a41:132::2:3","TCP","86","58081  >  443 [ACK] Seq=7047 Ack=13154 Win=129792 Len=0 TSval=1158661132 TSecr=1664605434"
"737","30.663366","2601:19b:681:6a0:443d:6eeb:d343:8f85","2620:149:a41:132::2:3","TLSv1.3","219","Application Data"
"738","30.663653","2601:19b:681:6a0:443d:6eeb:d343:8f85","2620:149:a41:132::2:3","TLSv1.3","817","Application Data"
"739","30.663751","2601:19b:681:6a0:443d:6eeb:d343:8f85","2620:149:a41:132::2:3","TLSv1.3","117","Application Data"
"740","30.678647","2620:149:a41:132::2:3","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58081 [ACK] Seq=13154 Ack=7180 Win=32256 Len=0 TSval=1664605462 TSecr=1158661146"
"741","30.686976","2620:149:a41:132::2:3","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58081 [ACK] Seq=13154 Ack=7911 Win=32256 Len=0 TSval=1664605471 TSecr=1158661146"
"742","30.686977","2620:149:a41:132::2:3","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58081 [ACK] Seq=13154 Ack=7942 Win=32256 Len=0 TSval=1664605471 TSecr=1158661146"
"743","30.831940","2620:149:a41:132::2:3","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","1514","443  >  58081 [ACK] Seq=13154 Ack=7942 Win=32256 Len=1428 TSval=1664605615 TSecr=1158661146 [TCP PDU reassembled in 744]"
"744","30.831943","2620:149:a41:132::2:3","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.3","164","Application Data"
"745","30.832265","2601:19b:681:6a0:443d:6eeb:d343:8f85","2620:149:a41:132::2:3","TCP","86","58081  >  443 [ACK] Seq=7942 Ack=14660 Win=129536 Len=0 TSval=1158661315 TSecr=1664605615"
"746","31.335018","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TLSv1.2","124","Application Data"
"747","31.342842","2607:f8b0:4006:824::200a","2601:19b:681:6a0:443d:6eeb:d343:8f85","UDP","142","443  >  52576 Len=80"
"748","31.356667","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58063 [ACK] Seq=1372 Ack=1694 Win=674 Len=0 TSval=702169911 TSecr=1276834003"
"749","31.373107","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4006:824::200a","UDP","95","52576  >  443 Len=33"
"750","32.172027","fe80::a2ff:70ff:fe23:f9a4","ff02::1","ICMPv6","174","Router Advertisement from a0:ff:70:23:f9:a4"
"751","33.302889","fe80::a2ff:70ff:fe23:f9a4","2601:19b:681:6a0:443d:6eeb:d343:8f85","ICMPv6","86","Neighbor Solicitation for 2601:19b:681:6a0:443d:6eeb:d343:8f85 from a0:ff:70:23:f9:a4"
"752","33.303105","fe80::141f:f390:c528:a46c","fe80::a2ff:70ff:fe23:f9a4","ICMPv6","78","Neighbor Advertisement 2601:19b:681:6a0:443d:6eeb:d343:8f85 (sol)"
"753","33.986328","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TLSv1.2","115","Application Data"
"754","34.015720","2a03:2880:f07e:d:face:b00c:0:6206","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58062 [ACK] Seq=351 Ack=24206 Win=2038 Len=0 TSval=2563059397 TSecr=3284658623"
"755","34.018850","2a03:2880:f07e:d:face:b00c:0:6206","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","111","Application Data"
"756","34.019125","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TCP","86","58062  >  443 [ACK] Seq=24206 Ack=376 Win=2047 Len=0 TSval=3284658656 TSecr=2563059409"
"757","34.382643","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TLSv1.2","116","Application Data"
"758","34.402970","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58063 [ACK] Seq=1372 Ack=1724 Win=674 Len=0 TSval=702172957 TSecr=1276837050"
